SKU,平台SKU,识别码,中文名称,英文名称,分类ID,组合SKU主图URL,包含的商品SKU,数量,长(cm),宽(cm),高(cm),来源url（超始值为：http://）,备注,英文报关名,中文报关名,申报重量(g),申报金额(USD),危险运输品,材质,用途,海关编码,销售方式,创建时间
3741+2997,3741+2997,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(180度 1890) 15CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432867011/0/20260309144455/3282d328517d1327a5672cc50f9f00b2.jpg,6933910422997,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+2997,3741+2997,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(180度 1890) 15CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432867011/0/20260309144455/3282d328517d1327a5672cc50f9f00b2.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+0795,3741+0795,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 40CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432867001/0/20260309144750/3864a8b3d81e920e8ba72389c9d2184f.jpg,6933910420795,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+0795,3741+0795,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 40CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432867001/0/20260309144750/3864a8b3d81e920e8ba72389c9d2184f.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+0771,3741+0771,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 25CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866991/0/20260309144805/df21178de42ed9f1c30c0c41e50b9551.jpg,6933910420771,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+0771,3741+0771,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 25CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866991/0/20260309144805/df21178de42ed9f1c30c0c41e50b9551.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+3024,3741+3024,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(180度 1890) 40CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866981/0/20260309144508/7af06aa7916942d8861bdc97dba07bb0.jpg,6933910423024,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+3024,3741+3024,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(180度 1890) 40CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866981/0/20260309144508/7af06aa7916942d8861bdc97dba07bb0.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+3574,3741+3574,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 30CM 黑色 双线版本,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866971/0/20260309144818/3872e01fcbbe003c1061c5d13ef3d903.jpg,6933910423574,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+3574,3741+3574,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 30CM 黑色 双线版本,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866971/0/20260309144818/3872e01fcbbe003c1061c5d13ef3d903.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+3543,3741+3543,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 15CM 黑色 双线版本,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866961/0/20260309144837/d7e72f336b52090f8168af2adac11e4d.jpg,6933910423543,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+3543,3741+3543,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 15CM 黑色 双线版本,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866961/0/20260309144837/d7e72f336b52090f8168af2adac11e4d.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:38
3741+3598,3741+3598,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 50CM 黑色 双线版本,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866951/0/20260309144855/1f8c7d190ffa137b10129fd5e7e02d29.jpg,6933910423598,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+3598,3741+3598,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 50CM 黑色 双线版本,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866951/0/20260309144855/1f8c7d190ffa137b10129fd5e7e02d29.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+1617,3741+1617,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(180度 1890) 20CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866941/0/20260309144522/3eba1f2f0dd8d4368a82ba567c881280.jpg,6933910421617,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+1617,3741+1617,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(180度 1890) 20CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866941/0/20260309144522/3eba1f2f0dd8d4368a82ba567c881280.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+0801,3741+0801,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 50CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866931/0/20260309144911/7106869aa7fae7a606418e689cc8989d.jpg,6933910420801,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+0801,3741+0801,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 50CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866931/0/20260309144911/7106869aa7fae7a606418e689cc8989d.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+0757,3741+0757,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 15CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866921/0/20260309144922/66d9b29b9ce17a8a191e7f4f9b77b7de.jpg,6933910420757,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+0757,3741+0757,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 15CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866921/0/20260309144922/66d9b29b9ce17a8a191e7f4f9b77b7de.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+0788,3741+0788,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 30CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866901/0/20260309145139/8108affd90507cc0e46785c0fd998ba8.jpg,6933910420788,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
3741+0788,3741+0788,,转接卡竖装支架 黑色 型号：RZJ01+PCIE4.0 X1显卡延长线(90度 9090) 30CM 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432866901/0/20260309145139/8108affd90507cc0e46785c0fd998ba8.jpg,6933910423741,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-09 14:37:37
1854+5242,1854+5242,,型号：PR02+ 6条 SATA线  SATA-L17,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432744121/0/20260309115907/3e5df91d50472b357dc47a4833bbb639.jpg,6933910405242,6,20,18,6,,,,,0,0,0,,,,售卖品,2026-03-09 11:58:00
1854+5242,1854+5242,,型号：PR02+ 6条 SATA线  SATA-L17,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432744121/0/20260309115907/3e5df91d50472b357dc47a4833bbb639.jpg,6933910411854,1,20,18,6,,,,,0,0,0,,,,售卖品,2026-03-09 11:58:00
1854+4023,1854+4023,,型号：PR02+ 6条 SATA线  SATA-L11,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432744103/0/20260309115848/79bb2698ccacf25306b96ce836a3ee62.jpg,6933910404023,6,20,18,7.5,,,,,0,0,0,,,,售卖品,2026-03-09 11:58:00
1854+4023,1854+4023,,型号：PR02+ 6条 SATA线  SATA-L11,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432744103/0/20260309115848/79bb2698ccacf25306b96ce836a3ee62.jpg,6933910411854,1,20,18,7.5,,,,,0,0,0,,,,售卖品,2026-03-09 11:58:00
0093+5686,0093+5686,,型号：P568+  酷冷二代,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739253/0/20260309115234/cd2929da48fe9560477838e38c2dbc0c.jpg,6933910405686,1,20,8,5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+5686,0093+5686,,型号：P568+  酷冷二代,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739253/0/20260309115234/cd2929da48fe9560477838e38c2dbc0c.jpg,6933910410093,1,20,8,5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+7635,0093+7635,,型号：P568+ 炫冷006,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739243/0/20260309115249/69aba69949e593dd27d13bd1eed70284.jpg,6933910407635,1,14.5,13,1.5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+7635,0093+7635,,型号：P568+ 炫冷006,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739243/0/20260309115249/69aba69949e593dd27d13bd1eed70284.jpg,6933910410093,1,14.5,13,1.5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+1374,0093+1374,,型号：P568+ 酷冷战舰 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739233/0/20260309115300/3b16f385c6233c03555c9fe64752f8c1.jpg,6933910401374,1,20,8,4.4,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+1374,0093+1374,,型号：P568+ 酷冷战舰 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739233/0/20260309115300/3b16f385c6233c03555c9fe64752f8c1.jpg,6933910410093,1,20,8,4.4,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+0369,0093+0369,,型号：P568+ 型号：小飞侠-2280,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739223/0/20260309115312/2980f7cda4122e297960905471c97502.jpg,6933910410369,1,15,14,2,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+0369,0093+0369,,型号：P568+ 型号：小飞侠-2280,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739223/0/20260309115312/2980f7cda4122e297960905471c97502.jpg,6933910410093,1,15,14,2,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+5921,0093+5921,,型号：P568+ 神鳍一号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739213/0/20260309115322/8794ad648851bfc9b0f6b8ab78a51ac5.jpg,6933910405921,1,20,8,6,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+5921,0093+5921,,型号：P568+ 神鳍一号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739213/0/20260309115322/8794ad648851bfc9b0f6b8ab78a51ac5.jpg,6933910410093,1,20,8,6,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+3941,0093+3941,,型号：P568+  酷冷灰鱼,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739203/0/20260309115333/a8efe5cabc37da873de5d3ee3deed5ed.jpg,6933910403941,1,20,8,4,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+3941,0093+3941,,型号：P568+  酷冷灰鱼,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739203/0/20260309115333/a8efe5cabc37da873de5d3ee3deed5ed.jpg,6933910410093,1,20,8,4,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+5181,0093+5181,,型号：P568+ 冰川之恋-M2 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739193/0/20260309115347/94597b49df4881fc1f20492730111cd7.jpg,6933910405181,1,20,7.5,5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+5181,0093+5181,,型号：P568+ 冰川之恋-M2 黑色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739193/0/20260309115347/94597b49df4881fc1f20492730111cd7.jpg,6933910410093,1,20,7.5,5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:57
0093+1978,0093+1978,,型号：P568+ 酷冷战舰 红色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739183/0/20260309115358/d1ad9fe0fe14dc4460932a1963468d8c.jpg,6933910401978,1,20,9,4,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+1978,0093+1978,,型号：P568+ 酷冷战舰 红色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739183/0/20260309115358/d1ad9fe0fe14dc4460932a1963468d8c.jpg,6933910410093,1,20,9,4,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+6232,0093+6232,,型号：P568+ 酷冷007,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739173/0/20260309115409/116c09b421697610fa3b36e7e4d082cb.jpg,6933910406232,1,20,8,4,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+6232,0093+6232,,型号：P568+ 酷冷007,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739173/0/20260309115409/116c09b421697610fa3b36e7e4d082cb.jpg,6933910410093,1,20,8,4,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+9219,0093+9219,,型号：P568+ 型号：慧眼-007,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739163/0/20260309115424/60d58ddc6217cf7289f72ea3b70adf76.jpg,6933910409219,1,19,15.5,5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+9219,0093+9219,,型号：P568+ 型号：慧眼-007,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739163/0/20260309115424/60d58ddc6217cf7289f72ea3b70adf76.jpg,6933910410093,1,19,15.5,5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+3729,0093+3729,,型号：P568+ 爱铜一号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739153/0/20260309115434/8e51006f3f8d6783190acd9a25d9da94.jpg,6933910403729,1,20,9,2.5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+3729,0093+3729,,型号：P568+ 爱铜一号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739153/0/20260309115434/8e51006f3f8d6783190acd9a25d9da94.jpg,6933910410093,1,20,9,2.5,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+6300,0093+6300,,型号：P568+ 海鲨二代  红色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739143/0/20260309115443/1081e6a430b2f861288482f907ac3225.jpg,6933910406300,1,20,11,2,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+6300,0093+6300,,型号：P568+ 海鲨二代  红色,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432739143/0/20260309115443/1081e6a430b2f861288482f907ac3225.jpg,6933910410093,1,20,11,2,,,,,0,0,0,,,,售卖品,2026-03-09 11:51:56
0093+1541,0093+1541,,型号：P568 + 佳翼散热金条N80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432728471/0/20260309113951/51a7c619b47c8967f0e15b57d380495e.jpg,6933910401541,1,20,11,2,,,,,0,0,0,,,,售卖品,2026-03-09 11:39:13
0093+1541,0093+1541,,型号：P568 + 佳翼散热金条N80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432728471/0/20260309113951/51a7c619b47c8967f0e15b57d380495e.jpg,6933910410093,1,20,11,2,,,,,0,0,0,,,,售卖品,2026-03-09 11:39:13
0093+1565,0093+1565,,型号：P568 + 散热黑条N80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432728461/0/20260309114033/a494ccb3c0d0678268c9e04b5b30a259.jpg,6933910401565,1,20,11,3,,,,,0,0,0,,,,售卖品,2026-03-09 11:39:13
0093+1565,0093+1565,,型号：P568 + 散热黑条N80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744432728461/0/20260309114033/a494ccb3c0d0678268c9e04b5b30a259.jpg,6933910410093,1,20,11,3,,,,,0,0,0,,,,售卖品,2026-03-09 11:39:13
DC5UDXMK02,DC5UDXMK02,,超五类非屏蔽打线模块 2个装,,1128549,,DC5UDXMK01,2,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-08 11:06:29
2066+PDUS30W,2066+PDUS30W,,双盘586R-温控版 + PD快充 TYPE-C口快充适配器 带TYPE-C快充线 美规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744426321771/0/20260303084206/30f1cf82a7c52a28c86468befc7320e1.jpg,PDUS30W,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-03 08:39:31
2066+PDUS30W,2066+PDUS30W,,双盘586R-温控版 + PD快充 TYPE-C口快充适配器 带TYPE-C快充线 美规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744426321771/0/20260303084206/30f1cf82a7c52a28c86468befc7320e1.jpg,6933910412066,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-03 08:39:31
2066+PDUS30W,2066+PDUS30W,,双盘586R-温控版 + PD快充 TYPE-C口快充适配器 带TYPE-C快充线 美规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744426321771/0/20260303084206/30f1cf82a7c52a28c86468befc7320e1.jpg,HJ2066+PDUS30W,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-03 08:39:31
2066+PDEU30W,2066+PDEU30W,,双盘586R-温控版 + PD快充 TYPE-C口快充适配器 带TYPE-C快充线 欧规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744426321547/0/20260303084222/cef1c95f018f441c396a774f017c5b1e.jpg,PDEU30W,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-03 08:38:49
2066+PDEU30W,2066+PDEU30W,,双盘586R-温控版 + PD快充 TYPE-C口快充适配器 带TYPE-C快充线 欧规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744426321547/0/20260303084222/cef1c95f018f441c396a774f017c5b1e.jpg,6933910412066,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-03 08:38:49
2066+PDEU30W,2066+PDEU30W,,双盘586R-温控版 + PD快充 TYPE-C口快充适配器 带TYPE-C快充线 欧规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744426321547/0/20260303084222/cef1c95f018f441c396a774f017c5b1e.jpg,HJ2066+PDEU30W,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-03-03 08:38:49
2028+7369,2028+7369,,X4X4-Pro + 海平面1号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744424213851/0/20260228093348/74e8c4b83c00b3ddb22039d4655faccc.jpg,6933910407369,1,28,24,7,,,,,0,0,0,,,,售卖品,2026-02-28 09:26:55
2028+7369,2028+7369,,X4X4-Pro + 海平面1号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744424213851/0/20260228093348/74e8c4b83c00b3ddb22039d4655faccc.jpg,6933910412028,1,28,24,7,,,,,0,0,0,,,,售卖品,2026-02-28 09:26:55
2028+7376,2028+7376,,X4X4-Pro + 海平面2号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744424213361/0/20260228093334/fdc6f20ffb17d7d355f28b39992011bc.jpg,6933910407376,1,28,24,7,,,,,0,0,0,,,,售卖品,2026-02-28 09:26:20
2028+7376,2028+7376,,X4X4-Pro + 海平面2号,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744424213361/0/20260228093334/fdc6f20ffb17d7d355f28b39992011bc.jpg,6933910412028,1,28,24,7,,,,,0,0,0,,,,售卖品,2026-02-28 09:26:20
DC6ASRNDP02,DC6ASRNDP02,,超六类STP免打水晶头圆尾金属款塑料尾 2个装,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744423978381/0/20260227180034/8dd00485833b838cfb15483b07fb4002.jpg,DC6ASRNDP01,2,0,0,0,,,,,0,0,0,,,,售卖品,2026-02-27 18:00:34
R1916+2164,R1916+2164,,RAGEER锐戟 M.2 NVMe转PCIE X16转接卡 MX16+寒戟核 M.2固态硬盘铝合金散热器 型号：RL007,,1128549,,6933910422164,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-02-27 17:33:59
R1916+2164,R1916+2164,,RAGEER锐戟 M.2 NVMe转PCIE X16转接卡 MX16+寒戟核 M.2固态硬盘铝合金散热器 型号：RL007,,1128549,,R6933910401916,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-02-27 17:33:59
0993+2577,0993+2577,,RAGEER 台式机M.2 NVME转PCI-E X4转接卡 金属挡板+M.2 2280铝制散热器 银色 型号：RA180,,1128549,,6933910420993,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-02-25 13:50:07
0993+2577,0993+2577,,RAGEER 台式机M.2 NVME转PCI-E X4转接卡 金属挡板+M.2 2280铝制散热器 银色 型号：RA180,,1128549,,6933910422577,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-02-25 13:50:07
2577+3130,2577+3130,,2577+3130,,1128549,,6933910422577,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-02-22 13:47:39
2577+3130,2577+3130,,2577+3130,,1128549,,6933910423130,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-02-22 13:47:39
2348+3529,2348+3529,,5.0 X16显卡延长线(180度 1890) 30CM 白色+适合两/三卡位 显卡竖装加长支架 白色,,1128549,,6933910422348,1,35,23,9,,,,,0,0,0,,,,售卖品,2026-02-06 15:12:36
2348+3529,2348+3529,,5.0 X16显卡延长线(180度 1890) 30CM 白色+适合两/三卡位 显卡竖装加长支架 白色,,1128549,,6933910423529,1,35,23,9,,,,,0,0,0,,,,售卖品,2026-02-06 15:12:36
2973+3178,2973+3178,,5.0 X16显卡延长线(180度 1890) 10CM 黑色+适合两/三卡位 显卡竖装加长支架 黑色,,1128549,,6933910422973,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-01-29 17:48:51
2973+3178,2973+3178,,5.0 X16显卡延长线(180度 1890) 10CM 黑色+适合两/三卡位 显卡竖装加长支架 黑色,,1128549,,6933910423178,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-01-29 17:48:51
1410+PDUS30W+PD30WUSB,1410+PDUS30W+PD30WUSB,,飓风-JF2464X4+PD快充 TYPE-C口快充适配器 带TYPE-C快充线 美规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744402442069/0/20260303084111/01254d0c59ebb358fa2f9e29d29293e8.jpg,6933910411410,1,23.5,19.5,4.5,,,,,0,0,0,,,,售卖品,2026-01-28 14:20:25
1410+PDUS30W+PD30WUSB,1410+PDUS30W+PD30WUSB,,飓风-JF2464X4+PD快充 TYPE-C口快充适配器 带TYPE-C快充线 美规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744402442069/0/20260303084111/01254d0c59ebb358fa2f9e29d29293e8.jpg,PDUS30W,1,23.5,19.5,4.5,,,,,0,0,0,,,,售卖品,2026-01-28 14:20:25
1410+PDUS30W+PD30WUSB,1410+PDUS30W+PD30WUSB,,飓风-JF2464X4+PD快充 TYPE-C口快充适配器 带TYPE-C快充线 美规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744402442069/0/20260303084111/01254d0c59ebb358fa2f9e29d29293e8.jpg,HJ1410+PDUS30W+PD30WUSB,1,23.5,19.5,4.5,,,,,0,0,0,,,,售卖品,2026-01-28 14:20:25
1410+PDEU30W+PD30WUSB,1410+PDEU30W+PD30WUSB,,飓风-JF2464X4+PD快充 TYPE-C口快充适配器 带TYPE-C快充线 欧规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744402438663/0/20260303084124/e7e57d2caf57e0509f9418fa655a543e.jpg,6933910411410,1,23.5,19.5,4,,,SSD enclosure,硬盘盒,325,5,0,,,,售卖品,2026-01-28 14:19:20
1410+PDEU30W+PD30WUSB,1410+PDEU30W+PD30WUSB,,飓风-JF2464X4+PD快充 TYPE-C口快充适配器 带TYPE-C快充线 欧规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744402438663/0/20260303084124/e7e57d2caf57e0509f9418fa655a543e.jpg,PDEU30W,1,23.5,19.5,4,,,SSD enclosure,硬盘盒,325,5,0,,,,售卖品,2026-01-28 14:19:20
1410+PDEU30W+PD30WUSB,1410+PDEU30W+PD30WUSB,,飓风-JF2464X4+PD快充 TYPE-C口快充适配器 带TYPE-C快充线 欧规,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744402438663/0/20260303084124/e7e57d2caf57e0509f9418fa655a543e.jpg,HJ1410+PDEU30W+PD30WUSB,1,23.5,19.5,4,,,SSD enclosure,硬盘盒,325,5,0,,,,售卖品,2026-01-28 14:19:20
2973+1709,2973+1709,,5.0 X16显卡延长线(180度 1890) 10CM 黑色+双卡位 显卡竖装支架 黑色,,1128549,,6933910421709,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-01-25 09:05:17
2973+1709,2973+1709,,5.0 X16显卡延长线(180度 1890) 10CM 黑色+双卡位 显卡竖装支架 黑色,,1128549,,6933910422973,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-01-25 09:05:17
3178+0894,3178+0894,,4.0 X16显卡延长线(180度 1890) 40CM 黑色+适合两/三卡位 显卡竖装加长支架 黑色,,1128549,,6933910420894,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-01-20 11:56:58
3178+0894,3178+0894,,4.0 X16显卡延长线(180度 1890) 40CM 黑色+适合两/三卡位 显卡竖装加长支架 黑色,,1128549,,6933910423178,1,0,0,0,,,,,0,0,0,,,,售卖品,2026-01-20 11:56:58
2218+3529,2218+3529,,5.0 X16显卡延长线(180度 1890) 20CM 白色+适合两/三卡位 显卡竖装加长支架 白色,,1128549,,6933910422218,1,33,23,9,,,,,0,0,0,,,,售卖品,2026-01-18 16:24:27
